Address,Award,City,Country,Cuisine,Location,Name,Phone Number,Price,Url,Latitude,Longitude,Price_NumRating
"Frederiksplein 7, Groningen, 9724 NH, Netherlands",Bib Gourmand,Groningen,Netherlands,Market Cuisine,"Groningen, Netherlands",De Grote Frederik Bistro,31503110079,€€,https://guide.michelin.com/en/groningen/groningen/restaurant/de-grote-frederik-bistro,53.2108191,6.5811284,2
"Klooster 2, Deventer, 7411 NH, Netherlands",Bib Gourmand,Deventer,Netherlands,French,"Deventer, Netherlands",Bouwkunde,31570614075,€€,https://guide.michelin.com/en/overijssel/deventer/restaurant/bouwkunde,52.25342,6.15299,2
"Overtoom 31H, Amsterdam, 1054 HB, Netherlands",Bib Gourmand,Amsterdam,Netherlands,Chinese,"Amsterdam, Netherlands",Umami by Han,31202801379,€,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/umami-by-han-548421,52.3631681,4.8774061,1
"Hertog Hendrikstraat 6, Sint-Oedenrode, 5492 BB, Netherlands",Bib Gourmand,Sint-Oedenrode,Netherlands,Modern French,"Sint-Oedenrode, Netherlands",De Beleving,31413474392,€€,https://guide.michelin.com/en/noord-brabant/sint-oedenrode/restaurant/de-beleving,51.5615025,5.4602529,2
"Mussenstraat 11, Hilversum, 1223 RB, Netherlands",Bib Gourmand,Hilversum,Netherlands,Market Cuisine,"Hilversum, Netherlands",Chef aan de Werf,31356315412,€€,https://guide.michelin.com/en/noord-holland/hilversum/restaurant/chef-aan-de-werf,52.2207419,5.1973007,2
"Groesbeekseweg 227, Nijmegen, 6523 NW, Netherlands",Bib Gourmand,Nijmegen,Netherlands,Modern French,"Nijmegen, Netherlands",Groenewoud,31243224969,€€,https://guide.michelin.com/en/gelderland/nijmegen/restaurant/groenewoud,51.8300013,5.8746657,2
"Samuël Hirschstraat 1, Zwolle, 8011 PT, Netherlands",Bib Gourmand,Zwolle,Netherlands,"Asian Contemporary, Sharing","Zwolle, Netherlands",Senang,31387920192,€€,https://guide.michelin.com/en/overijssel/zwolle/restaurant/bar-senang,52.5112371,6.0957422,2
"Oude Groenmarkt 8, Haarlem, 2011 HL, Netherlands",Bib Gourmand,Haarlem,Netherlands,Modern Cuisine,"Haarlem, Netherlands",Moustique,31235329251,€€,https://guide.michelin.com/en/noord-holland/haarlem/restaurant/moustique,52.3807435,4.6368529,2
"Woldpoort 57, Steenwijk, 8331 KP, Netherlands",Bib Gourmand,Steenwijk,Netherlands,Modern French,"Steenwijk, Netherlands",Bovenmeester,31521854700,€€,https://guide.michelin.com/en/overijssel/steenwijk/restaurant/bovenmeester,52.787907,6.113027,2
"Jericholaan 82B, Rotterdam, 3061 HH, Netherlands",Bib Gourmand,Rotterdam,Netherlands,Modern Cuisine,"Rotterdam, Netherlands",Gastrobar Ster,31107852712,€€,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/gastrobar-ster,51.9297422,4.5063672,2
"Irenestraat 1, Overloon, 5825 CA, Netherlands",Bib Gourmand,Overloon,Netherlands,"Country cooking, Cuisine from the Marches","Overloon, Netherlands",Boompjes,31478642227,€€,https://guide.michelin.com/en/noord-brabant/overloon/restaurant/boompjes,51.5712113,5.946087,2
"Rechtstraat 102, Maastricht, 6221 EL, Netherlands",Bib Gourmand,Maastricht,Netherlands,Thai,"Maastricht, Netherlands",Tabkeaw,31433259712,€,https://guide.michelin.com/en/limburg/maastricht/restaurant/tabkeaw,50.8479898,5.6982345,1
"Bussumergrintweg 46, Hilversum, 1217 BS, Netherlands",Bib Gourmand,Hilversum,Netherlands,Indonesian,"Hilversum, Netherlands",Spandershoeve,31356211130,€€,https://guide.michelin.com/en/noord-holland/hilversum/restaurant/spandershoeve,52.2391119,5.1612772,2
"Markt 3, Eersel, 5521 AJ, Netherlands",Bib Gourmand,Eersel,Netherlands,World Cuisine,"Eersel, Netherlands",Promessa,31497530510,€€,https://guide.michelin.com/en/noord-brabant/eersel/restaurant/promessa,51.360403,5.3080751,2
"Zandvoortselaan 145, Heemstede, 2106 CM, Netherlands",Bib Gourmand,Heemstede,Netherlands,Asian,"Heemstede, Netherlands",Red Orchids,31235285285,€€,https://guide.michelin.com/en/noord-holland/heemstede/restaurant/red-orchids,52.35953,4.608605,2
"Dorpsstraat 41, Linschoten, 3461 CP, Netherlands",Bib Gourmand,Linschoten,Netherlands,Classic Cuisine,"Linschoten, Netherlands",Bij Mette,31348499939,€€,https://guide.michelin.com/en/utrecht/linschoten/restaurant/bij-mette,52.0612753,4.9152348,2
"Spiekweg 7, Lattrop, 7635 LP, Netherlands",Bib Gourmand,Lattrop,Netherlands,"Modern Cuisine, Modern French","Lattrop, Netherlands",Landgoed de Holtweijde,31541229234,€€,https://guide.michelin.com/en/overijssel/lattrop/restaurant/landgoed-de-holtweijde,52.43141,6.9652,2
"Simon van Capelweg 10, Noorden, 2431 AG, Netherlands",Bib Gourmand,Noorden,Netherlands,Modern Cuisine,"Noorden, Netherlands",De Watergeus,31172408398,€€,https://guide.michelin.com/en/zuid-holland/noorden/restaurant/de-watergeus,52.1615252,4.8121482,2
"Kniplaan 22, Voorschoten, 2251 AK, Netherlands",Bib Gourmand,Voorschoten,Netherlands,"Modern Cuisine, French Contemporary","Voorschoten, Netherlands",De Knip,31715612573,€€,https://guide.michelin.com/en/zuid-holland/voorschoten/restaurant/de-knip,52.1067579,4.4349494,2
"Heinoseweg 30, Dalfsen, 7722 JP, Netherlands",Bib Gourmand,Dalfsen,Netherlands,Market Cuisine,"Dalfsen, Netherlands",De Witte Gans,31529430515,€€,https://guide.michelin.com/en/overijssel/dalfsen/restaurant/herberg-de-witte-gans,52.46904,6.24725,2
"Kleine Berg 57 H, Eindhoven, 5611 JT, Netherlands",Bib Gourmand,Eindhoven,Netherlands,Asian,"Eindhoven, Netherlands",Umami by Han,31402370036,€,https://guide.michelin.com/en/noord-brabant/eindhoven/restaurant/umami-by-han428496,51.4364954,5.4748279,1
"Binnenrotte 140, Rotterdam, 3011 HC, Netherlands",Bib Gourmand,Rotterdam,Netherlands,"Asian, Chinese","Rotterdam, Netherlands",Umami by Han,31104333139,€,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/umami-by-han463678,51.9227134,4.4858109,1
"Paterslaan 15, Venray, 5801 AS, Netherlands",Bib Gourmand,Venray,Netherlands,Modern Cuisine,"Venray, Netherlands",De Beejekurf,31478581869,€€,https://guide.michelin.com/en/limburg/venray/restaurant/de-beejekurf,51.5221283,5.9735796,2
"Leeuwenstraat 15a, Rotterdam, 3011 AL, Netherlands",Bib Gourmand,Rotterdam,Netherlands,Chinese,"Rotterdam, Netherlands",Asian Glories,31104117107,€€,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/asian-glories,51.921197,4.4821023,2
"Pepinusbrug 8, Peij, 6102 RJ, Netherlands",Bib Gourmand,Peij,Netherlands,Traditional Cuisine,"Peij, Netherlands",Hof van Herstal,31475484150,€€,https://guide.michelin.com/en/limburg/peij/restaurant/hof-van-herstal,51.08775,5.921277,2
"Julianalaan 14, Kaag, 2159 LA, Netherlands",Bib Gourmand,Kaag,Netherlands,"Modern Cuisine, Asian Contemporary","Kaag, Netherlands",Tante Kee,31252544206,€€€,https://guide.michelin.com/en/zuid-holland/kaag/restaurant/tante-kee,52.2172069,4.5584448,3
"Anna Paulownaplein 4, The Hague, 2518 BK, Netherlands",Bib Gourmand,The Hague,Netherlands,Modern Cuisine,"The Hague, Netherlands",Publique,31704069363,€€,https://guide.michelin.com/en/zuid-holland/den-haag/restaurant/publique,52.0846001,4.2993645,2
"Korte Houtstraat 4a, The Hague, 2511 CD, Netherlands",Bib Gourmand,The Hague,Netherlands,Modern Cuisine,"The Hague, Netherlands",De Basiliek,31703606144,€€,https://guide.michelin.com/en/zuid-holland/den-haag/restaurant/de-basiliek,52.0791866,4.3158581,2
"Hoekeinde 24, Sleeuwijk, 4254 LN, Netherlands",Bib Gourmand,Sleeuwijk,Netherlands,Modern Cuisine,"Sleeuwijk, Netherlands",Brasserie BovendeRivieren,31183307353,€€,https://guide.michelin.com/en/noord-brabant/sleeuwijk/restaurant/brasserie-bovenderivieren,51.8185781,4.9637424,2
"Stoombootkade 10, Meppel, 7941 BS, Netherlands",Bib Gourmand,Meppel,Netherlands,Market Cuisine,"Meppel, Netherlands",Sukade,31522859663,€€,https://guide.michelin.com/en/drenthe/meppel/restaurant/sukade,52.6957337,6.1878507,2
"Kneuterdijk 11, The Hague, 2514 EM, Netherlands",Bib Gourmand,The Hague,Netherlands,Spanish,"The Hague, Netherlands",Tapisco,31702045006,€,https://guide.michelin.com/en/zuid-holland/den-haag/restaurant/tapisco,52.0808671,4.3095595,1
"Eendrachtsweg 23, Rotterdam, 3012 LB, Netherlands",Bib Gourmand,Rotterdam,Netherlands,Modern French,"Rotterdam, Netherlands",Vineum,31107200966,€€,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/vineum460329,51.9157821,4.4744446,2
"Botersloot 1, Noordeloos, 4225 PR, Netherlands",Bib Gourmand,Noordeloos,Netherlands,Traditional Cuisine,"Noordeloos, Netherlands",Bistro,31183582501,€€,https://guide.michelin.com/en/zuid-holland/noordeloos/restaurant/bistro213840,51.9016065,4.939242,2
"Heilige Geestkerkhof 3, Delft, 2611 HP, Netherlands",Bib Gourmand,Delft,Netherlands,Classic French,"Delft, Netherlands",Le Vieux Jean,31152130433,€€,https://guide.michelin.com/en/zuid-holland/delft/restaurant/le-vieux-jean,52.012291,4.3559388,2
"Rijkesluisstraat 4, Oirschot, 5688 ED, Netherlands",Bib Gourmand,Oirschot,Netherlands,Modern French,"Oirschot, Netherlands",La Fleurie,31499574136,€€,https://guide.michelin.com/en/noord-brabant/oirschot/restaurant/la-fleurie,51.5034872,5.3088391,2
"Burg. Janssenstraat 13, Beek, 6191 JB, Netherlands",Bib Gourmand,Beek,Netherlands,Mediterranean Cuisine,"Beek, Netherlands",De Lindeboom New Style,31464371237,€€,https://guide.michelin.com/en/limburg/beek/restaurant/de-lindeboom-new-style,50.939037,5.797044,2
"Bovenstraat 4, Hoeven, 4741 AV, Netherlands",Bib Gourmand,Hoeven,Netherlands,Creative,"Hoeven, Netherlands",Pouwe,31165854008,€€,https://guide.michelin.com/en/noord-brabant/hoeven/restaurant/pouwe,51.5801143,4.5875022,2
"Kerkstraat 27, Hapert, 5527 EE, Netherlands",Bib Gourmand,Hapert,Netherlands,"Modern Cuisine, Mediterranean Cuisine","Hapert, Netherlands",DiVino,31497225000,€€,https://guide.michelin.com/en/noord-brabant/hapert/restaurant/divino,51.3688687,5.2529574,2
"Schalkwijkstraat 26, Utrecht, 3512 KS, Netherlands",Bib Gourmand,Utrecht,Netherlands,Organic,"Utrecht, Netherlands",Héron,31645049921,€€,https://guide.michelin.com/en/utrecht/utrecht/restaurant/heron,52.0880216,5.1274096,2
"Forthaarsweg 7, Holten, 7451 JS, Netherlands",Bib Gourmand,Holten,Netherlands,Modern Cuisine,"Holten, Netherlands",Hoog Holten,31548361306,€€,https://guide.michelin.com/en/overijssel/holten/restaurant/hoog-holten,52.2902861,6.4241389,2
"Raadhuisstraat 14, Doetinchem, 7001 EW, Netherlands",Bib Gourmand,Doetinchem,Netherlands,Classic French,"Doetinchem, Netherlands",Raedthuys,31314360704,€€,https://guide.michelin.com/en/gelderland/doetinchem/restaurant/raedthuys,51.9649178,6.293137,2
"Kattenburgerstraat 7, gebouw 24, Amsterdam, 1018 JA, Netherlands",Bib Gourmand,Amsterdam,Netherlands,Traditional Cuisine,"Amsterdam, Netherlands",Scheepskameel,31203379680,€€,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/scheepskameel,52.3736022,4.9145821,2
"Van Harinxmaweg 10, Beetsterzwaag, 9244 CJ, Netherlands",Bib Gourmand,Beetsterzwaag,Netherlands,Market Cuisine,"Beetsterzwaag, Netherlands",Bistro Nijeholt,31512381245,€€,https://guide.michelin.com/en/fryslan/beetsterzwaag/restaurant/bistro-nijeholt,53.058018,6.0910335,2
"Zeedijk 130, Amsterdam, 1012 BC, Netherlands",Bib Gourmand,Amsterdam,Netherlands,Asian,"Amsterdam, Netherlands",A-Fusion,31203304068,€,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/a-fusion,52.3731878,4.900192,1
"Waterstraat 28, Doetinchem, 7001 BH, Netherlands",Bib Gourmand,Doetinchem,Netherlands,"Modern French, International","Doetinchem, Netherlands",LEV Foodbar,31314210005,€€,https://guide.michelin.com/en/gelderland/doetinchem/restaurant/lev-foodbar,51.96477,6.28698,2
"Ferdinand Bolstraat 333, Amsterdam, 1072 LH, Netherlands",Bib Gourmand,Amsterdam,Netherlands,Modern Cuisine,"Amsterdam, Netherlands",Serre,31206788300,€€,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/serre,52.3486469,4.8939984,2
"Vijlenberg 76, Vijlen, 6294 AZ, Netherlands",Bib Gourmand,Vijlen,Netherlands,Traditional Cuisine,"Vijlen, Netherlands",Uit de Kunst,31434100410,€€,https://guide.michelin.com/en/limburg/vijlen/restaurant/uit-de-kunst,50.789467,5.962875,2
"Dunne Bierkade 3, The Hague, 2512 BC, Netherlands",Bib Gourmand,The Hague,Netherlands,"Seasonal Cuisine, Modern Cuisine","The Hague, Netherlands",Basaal,31704276888,€€,https://guide.michelin.com/en/zuid-holland/den-haag/restaurant/basaal-1194865,52.0735781,4.3157646,2
"Kamp 88, Amersfoort, 3811 AT, Netherlands",Bib Gourmand,Amersfoort,Netherlands,Modern Cuisine,"Amersfoort, Netherlands",De Aubergerie,31334756096,€€,https://guide.michelin.com/en/utrecht/amersfoort/restaurant/de-aubergerie,52.158616,5.3971042,2
"Oude Doelenkade 7, Hoorn, 1621 BH, Netherlands",Bib Gourmand,Hoorn,Netherlands,Modern Cuisine,"Hoorn, Netherlands",HAVN,31229213362,€€,https://guide.michelin.com/en/noord-holland/hoorn/restaurant/havn,52.6385018,5.0635382,2
"Willeskop 87, Montfoort, 3417 MC, Netherlands",Bib Gourmand,Montfoort,Netherlands,Creative,"Montfoort, Netherlands",De Schans by Mike & Wes,31348562309,€€,https://guide.michelin.com/en/utrecht/montfoort/restaurant/de-schans-by-mike-wes,52.0237624,4.9079181,2
"Utrechtseweg 180, Amersfoort, 3818 ES, Netherlands",Bib Gourmand,Amersfoort,Netherlands,Classic Cuisine,"Amersfoort, Netherlands",Bergpaviljoen,31334615000,€€,https://guide.michelin.com/en/utrecht/amersfoort/restaurant/het-bergpaviljoen,52.1431616,5.3653789,2
"Van Woustraat 127, Amsterdam, 1074 AH, Netherlands",Bib Gourmand,Amsterdam,Netherlands,"Mediterranean Cuisine, Italian-American","Amsterdam, Netherlands",Fa. Pekelhaaring,31206790460,€€,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/fa-pekelhaaring,52.3532904,4.9026838,2
"Purmerplein 8, Amsterdam, 1023 BD, Netherlands",Bib Gourmand,Amsterdam,Netherlands,Mediterranean Cuisine,"Amsterdam, Netherlands",Lazuur,31206360154,€€,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/lazuur,52.3910255,4.9433137,2
"Sluisplein 11, Leidschendam, 2266 AV, Netherlands",Bib Gourmand,Leidschendam,Netherlands,Modern French,"Leidschendam, Netherlands",Bij Erik,31703010451,€€,https://guide.michelin.com/en/zuid-holland/leidschendam/restaurant/bij-erik,52.0798754,4.3981005,2
"Nieuwe Doelenstraat 2, Amsterdam, 1012 AC, Netherlands",Bib Gourmand,Amsterdam,Netherlands,Classic Cuisine,"Amsterdam, Netherlands",Marie,31205311619,€€,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/marie,52.3674471,4.8943852,2
"Frans Halsstraat 28, Amsterdam, 1072 BS, Netherlands",Bib Gourmand,Amsterdam,Netherlands,Classic French,"Amsterdam, Netherlands",Café Caron,31206758668,€€,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/cafe-caron,52.3574102,4.8887114,2
"Soestdijkseweg Noord 492, Bilthoven, 3723 HM, Netherlands",Bib Gourmand,Bilthoven,Netherlands,Classic French,"Bilthoven, Netherlands",Le Nord,31308784905,€€,https://guide.michelin.com/en/utrecht/bilthoven/restaurant/brasserie-le-nord508699,52.1507106,5.2239578,2
"Marcusstraat 52b, Amsterdam, 1091 TK, Netherlands",Bib Gourmand,Amsterdam,Netherlands,Traditional Cuisine,"Amsterdam, Netherlands",Rijsel,31204632142,€€,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/rijsel,52.351624,4.912873,2
"De Lind 45A, Oisterwijk, 5061 HT, Netherlands",Bib Gourmand,Oisterwijk,Netherlands,"Seasonal Cuisine, Contemporary","Oisterwijk, Netherlands",Alma Bodega,31132032004,€€,https://guide.michelin.com/en/noord-brabant/oisterwijk/restaurant/alma-bodega,51.5811174,5.1972246,2
"Roerkade 11, Roermond, 6041 KZ, Netherlands",Bib Gourmand,Roermond,Netherlands,Market Cuisine,"Roermond, Netherlands",Bistro TWO,31475791182,€€,https://guide.michelin.com/en/limburg/roermond/restaurant/bistro-two,51.1955572,5.9839903,2
"Lage Markt 79, Nijmegen, 6511 VK, Netherlands",Bib Gourmand,Nijmegen,Netherlands,Market Cuisine,"Nijmegen, Netherlands",Witlof,31243224060,€€,https://guide.michelin.com/en/gelderland/nijmegen/restaurant/witlof,51.8496807,5.8633481,2
"NS Plein 32, Tilburg, 5014 DC, Netherlands",Bib Gourmand,Tilburg,Netherlands,Seafood,"Tilburg, Netherlands",Brasserij Kok Verhoeven,31135451088,€€,https://guide.michelin.com/en/noord-brabant/tilburg/restaurant/brasserij-kok-verhoeven,51.5611969,5.0926538,2
"Daalseweg 15, Nijmegen, 6521 GE, Netherlands",Bib Gourmand,Nijmegen,Netherlands,Modern Cuisine,"Nijmegen, Netherlands",Bistrobar Berlin,31243603303,€,https://guide.michelin.com/en/gelderland/nijmegen/restaurant/bistrobar-berlin,51.841354,5.8709435,1
"Goudsesingel 230, Rotterdam, 3011 KE, Netherlands",Bib Gourmand,Rotterdam,Netherlands,"Vegetarian, Modern Cuisine","Rotterdam, Netherlands",Rotonde,31649397269,€€,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/rotonde,51.9240615,4.4913759,2
"Sint Urbanusweg 11, Venlo, 5914 CA, Netherlands",Bib Gourmand,Venlo,Netherlands,Classic French,"Venlo, Netherlands",La Vie,31773541141,€€,https://guide.michelin.com/en/limburg/venlo/restaurant/la-vie-1194719,51.3796306,6.1669729,2
"Voorstreek 12, Leeuwarden, 8911 JN, Netherlands",Bib Gourmand,Leeuwarden,Netherlands,French,"Leeuwarden, Netherlands",Bistro Aragosta,31583030481,€€,https://guide.michelin.com/en/fryslan/leeuwarden/restaurant/bistro-aragosta,53.2023015,5.799389,2
"Govert Flinckstraat 251, Amsterdam, 1073 BX, Netherlands",Bib Gourmand,Amsterdam,Netherlands,Modern French,"Amsterdam, Netherlands",Arles,31206798240,€€,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/arles,52.3563139,4.8981164,2
"Hertogstraat 71, Nijmegen, 6511 RW, Netherlands",Bib Gourmand,Nijmegen,Netherlands,"French, Traditional Cuisine","Nijmegen, Netherlands",Bistrot Regent,31242034044,€€,https://guide.michelin.com/en/gelderland/nijmegen/restaurant/bistrot-regent,51.8453007,5.8687503,2
"Nobelstraat 22, The Hague, 2513 BD, Netherlands",Bib Gourmand,The Hague,Netherlands,Spanish,"The Hague, Netherlands",Restaurant ñ,31704443303,€€,https://guide.michelin.com/en/zuid-holland/den-haag/restaurant/restaurant-n,52.0782047,4.3058239,2
"Bandijk 2, Terwolde, 7396 NB, Netherlands",Bib Gourmand,Terwolde,Netherlands,Modern French,"Terwolde, Netherlands",'t Nieuwe Diekhuus,31571273968,€€,https://guide.michelin.com/en/gelderland/terwolde/restaurant/t-nieuwe-diekhuus,52.2609595,6.1259145,2
"Huizerweg 1, Blaricum, 1261 AR, Netherlands",Bib Gourmand,Blaricum,Netherlands,French,"Blaricum, Netherlands",Bistrôt Chapeau,31355315693,€€,https://guide.michelin.com/en/noord-holland/blaricum/restaurant/bistrot-chapeau,52.2729918,5.2435447,2
"Scheepstimmermanslaan 14, Rotterdam, 3011 BS, Netherlands",Bib Gourmand,Rotterdam,Netherlands,Modern Cuisine,"Rotterdam, Netherlands",Huson,31104130371,€€,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/huson,51.9108422,4.4783097,2
"H. Avelinghstraat 154, Velp, 6881 VW, Netherlands",Bib Gourmand,Velp,Netherlands,Classic Cuisine,"Velp, Netherlands",De Watermolen,31263619002,€€,https://guide.michelin.com/en/gelderland/velp/restaurant/de-watermolen420731,51.9946924,5.9758051,2
"Heliconweg 52, Leeuwarden, 8914 AT, Netherlands",Bib Gourmand,Leeuwarden,Netherlands,Modern Cuisine,"Leeuwarden, Netherlands",Élevé,31582334900,€€,https://guide.michelin.com/en/fryslan/leeuwarden/restaurant/eleve,53.1999349,5.7744404,2
"Broekhuizerlaan 2, Leersum, 3956 NS, Netherlands",Bib Gourmand,Leersum,Netherlands,Modern French,"Leersum, Netherlands",Bistro LOF,31343745858,€€,https://guide.michelin.com/en/utrecht/leersum/restaurant/bistro-lof,52.0082149,5.4017794,2
"Bakkerstraat 30, Roermond, 6041 JR, Netherlands",Bib Gourmand,Roermond,Netherlands,"Modern Cuisine, Scandinavian","Roermond, Netherlands",Waers,31475635978,€€,https://guide.michelin.com/en/limburg/roermond/restaurant/waers,51.1916938,5.9881951,2
"Kralingseweg 224, Rotterdam, 3062 CG, Netherlands",Bib Gourmand,Rotterdam,Netherlands,"International, Asian Influences","Rotterdam, Netherlands",Gym & Gin,31102104510,€€,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/gym-gin,51.9282532,4.536081,2
"Delistraat 20, Rotterdam, 3072 ZK, Netherlands",Bib Gourmand,Rotterdam,Netherlands,Market Cuisine,"Rotterdam, Netherlands",Kwiezien,31102151440,€€,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/kwiezien,51.9013497,4.4860055,2
"Oudezijds Voorburgwal 197, Amsterdam, 1012 EX, Netherlands",Bib Gourmand,Amsterdam,Netherlands,Modern Cuisine,"Amsterdam, Netherlands",Oriole,31205553570,€€,https://guide.michelin.com/en/noord-holland/amsterdam/restaurant/oriole-1200932,52.3710574,4.8952632,2
"Bloemberg 5, Veeningen, 7924 PW, Netherlands",Bib Gourmand,Veeningen,Netherlands,French Contemporary,"Veeningen, Netherlands",Poortman,31528353066,€€,https://guide.michelin.com/en/drenthe/veeningen_2214724/restaurant/poortman,52.65254,6.34568,2
"Klinkenberg 173, Meerssen, 6321 BC, Netherlands",Bib Gourmand,Meerssen,Netherlands,"Market Cuisine, Classic Cuisine","Meerssen, Netherlands",Gaar,31438700126,€€,https://guide.michelin.com/en/limburg/meerssen/restaurant/gaar,50.8765057,5.7354752,2
"Springstraße 11, Oberkirch, 77704, Germany",Bib Gourmand,Oberkirch,Germany,"Regional Cuisine, Spanish","Oberkirch, Germany",Springbrunnen SKLENAR,4978027058383,€€,https://guide.michelin.com/en/baden-wurttemberg/oberkirch/restaurant/springbrunnen,48.5536976,8.0686988,2
"Husemannstraße 15, Berlin, 10435, Germany",Bib Gourmand,Berlin,Germany,Japanese,"Berlin, Germany",November Brasserie,491623332135,€€,https://guide.michelin.com/en/berlin-region/berlin/restaurant/november-brasserie,52.5383116,13.4174949,2
"Kasparstraße 19, Cologne, 50668, Germany",Bib Gourmand,Cologne,Germany,Italian,"Cologne, Germany",CARUSO Pastabar,492219386311,€€,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/caruso-pastabar,50.9525104,6.9536473,2
"Falkenstraße 23, Munich, 81541, Germany",Bib Gourmand,Munich,Germany,"Regional Cuisine, Creative","Munich, Germany",falke23,498924643126,€€,https://guide.michelin.com/en/bayern/mnchen/restaurant/falke23,48.1222599,11.5794095,2
"Brucknerstraße 14, Korb, 71404, Germany",Bib Gourmand,Korb,Germany,"Seasonal Cuisine, Regional Cuisine","Korb, Germany",Rebblick,4971512740100,€€,https://guide.michelin.com/en/baden-wurttemberg/korb_1314979/restaurant/rebblick,48.8455044,9.3551739,2
"Mauerbergstraße 62, Baden-Baden, 76534, Germany",Bib Gourmand,Baden-Baden,Germany,"Regional Cuisine, Seasonal Cuisine","Baden-Baden, Germany",Weinstube zum Engel,4972239912392,€€,https://guide.michelin.com/en/baden-wurttemberg/baden-baden/restaurant/weinstube-zum-engel,48.7220504,8.1834425,2
"Wasenweilerstraße 36, Ihringen, 79241, Germany",Bib Gourmand,Ihringen,Germany,Regional Cuisine,"Ihringen, Germany",Winzerstube - Vinum,497668970910,€€,https://guide.michelin.com/en/baden-wurttemberg/ihringen/restaurant/winzerstube-vinum,48.0426474,7.6504824,2
"Grünberger Straße 1, Berlin, 10243, Germany",Bib Gourmand,Berlin,Germany,German,"Berlin, Germany",Jäger & Lustig,493029009912,€€,https://guide.michelin.com/en/berlin-region/berlin/restaurant/jager-lustig,52.5133344,13.4477081,2
"Scheffelstraße 55, Karlsruhe, 76133, Germany",Bib Gourmand,Karlsruhe,Germany,Regional Cuisine,"Karlsruhe, Germany",Bistro Margarete,4972140244773,€€,https://guide.michelin.com/en/baden-wurttemberg/karlsruhe/restaurant/bistro-margarete,49.0065554,8.3817537,2
"Bergstraße 7, Großbundenbach, 66501, Germany",Bib Gourmand,Großbundenbach,Germany,Market Cuisine,"Großbundenbach, Germany",WurzelWerk,4963379952970,€€,https://guide.michelin.com/en/rheinland-pfalz/grossbundenbach_1330304/restaurant/wurzelwerk-1202498,49.3072308,7.4238434,2
"Domhof 6, Schwerin, 19053, Germany",Bib Gourmand,Schwerin,Germany,"Izakaya, Sharing","Schwerin, Germany",Cube by Mika,4938577887706,€€,https://guide.michelin.com/en/mecklenburg-vorpommern/schwerin/restaurant/cube-by-mika,53.6295352,11.416266,2
"Talstraße 103, Glottertal, 79286, Germany",Bib Gourmand,Glottertal,Germany,"Country cooking, Classic Cuisine","Glottertal, Germany",Wirtshaus zur Sonne,497684242,€€,https://guide.michelin.com/en/baden-wurttemberg/glottertal/restaurant/wirtshaus-zur-sonne,48.0483979,7.9610555,2
"Schwarzhöring 14, Windorf, 94575, Germany",Bib Gourmand,Windorf,Germany,"Country cooking, International","Windorf, Germany",Feilmeiers Landleben,4985418293,€€,https://guide.michelin.com/en/bayern/windorf/restaurant/feilmeiers-landleben,48.6694807,13.224184,2
"Hauptstraße 16, Eggenstein-Leopoldshafen, 76344, Germany",Bib Gourmand,Eggenstein-Leopoldshafen,Germany,"Country cooking, Traditional Cuisine","Eggenstein-Leopoldshafen, Germany",Zum Goldenen Anker,49721706029,€,https://guide.michelin.com/en/baden-wurttemberg/eggenstein-leopoldshafen/restaurant/zum-goldenen-anker,49.0795086,8.3898405,1
"In der Langen Straße 22, Wurster Nordseeküste, 27639, Germany",Bib Gourmand,Wurster Nordseeküste,Germany,Country cooking,"Wurster Nordseeküste, Germany",Gasthaus Wolters - Zur Börse,4947051277,€€,https://guide.michelin.com/en/niedersachsen/wurster-nordseekuste/restaurant/gasthaus-wolters-zur-borse,53.6502089,8.5089606,2
"Dannberg 3, Heßdorf, 91093, Germany",Bib Gourmand,Heßdorf,Germany,"Country cooking, Market Cuisine","Heßdorf, Germany",Wirtschaft von Johann Gerner,4991358182,€€,https://guide.michelin.com/en/bayern/hessdorf/restaurant/wirtschaft-von-johann-gerner,49.646982,10.8719577,2
"Marktstraße 10, Marktbreit, 97340, Germany",Bib Gourmand,Marktbreit,Germany,"Market Cuisine, International","Marktbreit, Germany",Alter Esel,4993325949477,€€,https://guide.michelin.com/en/bayern/marktbreit/restaurant/alter-esel,49.6675219,10.1436796,2
